frame,id,x1,y1,x2,y2,confidence,class_id
-1,2,416.62298583984375,215.98658752441406,1574.1339111328125,577.2489013671875,1.0,4
-1,2,416.62298583984375,215.98658752441406,1574.1339111328125,577.2489013671875,1.0,4
-1,2,416.62298583984375,215.98658752441406,1574.1339111328125,577.2489013671875,1.0,4
-1,2,416.62298583984375,215.98658752441406,1574.1339111328125,577.2489013671875,1.0,4
-1,2,416.62298583984375,215.98658752441406,1574.1339111328125,577.2489013671875,1.0,4
-1,2,416.62298583984375,215.98658752441406,1574.1339111328125,577.2489013671875,1.0,4
-1,2,416.62298583984375,215.98658752441406,1574.1339111328125,577.2489013671875,1.0,4
-1,2,416.62298583984375,215.98658752441406,1574.1339111328125,577.2489013671875,1.0,4
382,3,283.34783935546875,114.6815414428711,1526.4691162109375,610.7376708984375,1.0,4
383,3,272.8217468261719,112.9625244140625,1517.2030029296875,616.04296875,1.0,4
384,3,276.51025390625,123.60502624511719,1522.7652587890625,614.6879272460938,1.0,4
385,3,232.45843505859375,118.76097106933594,1520.0361328125,621.1622314453125,1.0,4
386,3,244.1162109375,123.31228637695312,1518.57275390625,618.2606201171875,1.0,4
387,3,275.4750671386719,127.16693115234375,1521.332275390625,618.8860473632812,1.0,4
388,3,247.73895263671875,116.7077407836914,1515.99462890625,621.4550170898438,1.0,4
-1,3,247.73895263671875,116.7077407836914,1515.99462890625,621.4550170898438,1.0,4
390,3,247.73895263671875,116.7077407836914,1515.99462890625,621.4550170898438,1.0,4
391,3,247.73895263671875,116.7077407836914,1515.99462890625,621.4550170898438,1.0,4
392,3,247.73895263671875,116.7077407836914,1515.99462890625,621.4550170898438,1.0,4
393,3,208.71524047851562,109.08682250976562,1502.29931640625,621.304931640625,1.0,4
394,3,266.65606689453125,108.27799987792969,1503.919189453125,623.4682006835938,1.0,4
-1,3,266.65606689453125,108.27799987792969,1503.919189453125,623.4682006835938,1.0,4
-1,3,266.65606689453125,108.27799987792969,1503.919189453125,623.4682006835938,1.0,4
-1,3,266.65606689453125,108.27799987792969,1503.919189453125,623.4682006835938,1.0,4
-1,3,266.65606689453125,108.27799987792969,1503.919189453125,623.4682006835938,1.0,4
399,3,191.58453369140625,99.08624267578125,1510.6146240234375,623.9840698242188,1.0,4
400,3,256.1067810058594,105.36982727050781,1512.64013671875,622.0761108398438,1.0,4
401,3,225.2314453125,101.73056030273438,1516.6737060546875,622.5011596679688,1.0,4
402,3,271.921630859375,103.716064453125,1517.279052734375,621.96240234375,1.0,4
403,3,273.0255432128906,107.24535369873047,1508.71240234375,621.279296875,1.0,4
404,3,212.80728149414062,109.166015625,1514.70068359375,621.3292236328125,1.0,4
-1,3,212.80728149414062,109.166015625,1514.70068359375,621.3292236328125,1.0,4
406,3,212.80728149414062,109.166015625,1514.70068359375,621.3292236328125,1.0,4
-1,3,212.80728149414062,109.166015625,1514.70068359375,621.3292236328125,1.0,4
408,3,217.09423828125,87.5086669921875,1518.910888671875,619.7424926757812,1.0,4
-1,3,217.09423828125,87.5086669921875,1518.910888671875,619.7424926757812,1.0,4
-1,3,217.09423828125,87.5086669921875,1518.910888671875,619.7424926757812,1.0,4
-1,3,217.09423828125,87.5086669921875,1518.910888671875,619.7424926757812,1.0,4
-1,3,217.09423828125,87.5086669921875,1518.910888671875,619.7424926757812,1.0,4
-1,3,217.09423828125,87.5086669921875,1518.910888671875,619.7424926757812,1.0,4
-1,3,217.09423828125,87.5086669921875,1518.910888671875,619.7424926757812,1.0,4
415,3,168.35787963867188,72.78392028808594,1517.814697265625,614.126220703125,1.0,4
-1,3,168.35787963867188,72.78392028808594,1517.814697265625,614.126220703125,1.0,4
-1,3,168.35787963867188,72.78392028808594,1517.814697265625,614.126220703125,1.0,4
-1,3,168.35787963867188,72.78392028808594,1517.814697265625,614.126220703125,1.0,4
-1,3,168.35787963867188,72.78392028808594,1517.814697265625,614.126220703125,1.0,4
-1,3,168.35787963867188,72.78392028808594,1517.814697265625,614.126220703125,1.0,4
-1,3,168.35787963867188,72.78392028808594,1517.814697265625,614.126220703125,1.0,4
-1,3,168.35787963867188,72.78392028808594,1517.814697265625,614.126220703125,1.0,4
508,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
-1,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
-1,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
-1,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
-1,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
-1,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
-1,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
-1,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
-1,4,629.7692260742188,276.81024169921875,1532.75537109375,612.389892578125,1.0,0
657,5,567.558837890625,403.364501953125,1395.908935546875,743.1615600585938,1.0,30
658,5,572.2899169921875,409.97625732421875,1393.230224609375,740.0945434570312,1.0,30
659,5,567.427734375,410.82916259765625,1395.1693115234375,741.117919921875,1.0,30
660,5,535.2551879882812,386.3081359863281,1394.9532470703125,739.116455078125,1.0,30
-1,5,535.2551879882812,386.3081359863281,1394.9532470703125,739.116455078125,1.0,30
662,5,524.7828369140625,395.0342102050781,1392.0457763671875,736.2656860351562,1.0,4
663,5,528.54931640625,398.1239318847656,1390.6329345703125,731.5367431640625,1.0,30
664,5,533.640380859375,398.34136962890625,1387.7548828125,731.0487670898438,1.0,30
665,5,523.5933837890625,392.1127624511719,1386.787109375,732.230224609375,1.0,4
666,5,518.6697387695312,390.1951904296875,1389.212646484375,727.5428466796875,1.0,30
-1,5,518.6697387695312,390.1951904296875,1389.212646484375,727.5428466796875,1.0,30
-1,5,518.6697387695312,390.1951904296875,1389.212646484375,727.5428466796875,1.0,30
-1,5,518.6697387695312,390.1951904296875,1389.212646484375,727.5428466796875,1.0,30
-1,5,518.6697387695312,390.1951904296875,1389.212646484375,727.5428466796875,1.0,30
-1,5,518.6697387695312,390.1951904296875,1389.212646484375,727.5428466796875,1.0,30
672,5,508.0697937011719,357.71722412109375,1386.047607421875,715.9421997070312,1.0,14
-1,5,508.0697937011719,357.71722412109375,1386.047607421875,715.9421997070312,1.0,14
-1,5,508.0697937011719,357.71722412109375,1386.047607421875,715.9421997070312,1.0,14
-1,5,508.0697937011719,357.71722412109375,1386.047607421875,715.9421997070312,1.0,14
